일자,언론사,제목,중요키워드
20170613,매일신문,"문화콘텐츠산업 성장 탄력 ""2024년 전국 매출액 3% 달성""","콘텐츠산업,경북도_콘텐츠산업,경북도,콘텐츠산업_매출액,안동,매출액,전국_콘텐츠산업_매출액,콘텐츠산업_중장기,전국_콘텐츠산업,그동안_콘텐츠산업,경상북도_콘텐츠산업,진흥원,청송,콘텐츠산업_누적,경상북도_콘텐츠산업_중장기_계획,전국_매출액,3%_달성,2024년_전국_매출액,중장기,경주,경북_콘텐츠산업,콘텐츠산업_생태계_조성,진흥원_설립,그동안_진흥원,2015년도_국내_콘텐츠산업_매출액,지역_맞춤형,지원전략,안동_엄재진,독도_소재,안동_문화산업진흥지구_조성,2024년_전국,그동안,중장기_계획,영주,덴동어미,경상북도,지역_맞춤형_1시,강치,콘텐츠산업_중장기_발전계획,콘텐츠산업_누적_교육생_배출,독도,활성화,경주_관광_활성화,경주_관광,진흥원_설립_5년,지속적_성장,그동안_콘텐츠산업_불모지,전통문화자원,1킬러_콘텐츠,시대_맞춤형"
20170613,매일신문,"포항시, 4차 산업혁명 대비 산업구조 다변화 유망강소기업 12개사 추가","유망강소기업,1개,포항시,분야_3개,유망강소,3개,포항시_중소기업,다변화_유망강소기업,바이오_분야_1개,중소기업,유망강소기업_12개,유망강소기업_신규,바이오_분야,관련_분야_3개,맞춤형_지원,포항시_중소기업_운전자금_우대,4차,지정서,50억,맞춤형_지원_사업,사이_기업,분야_2개,추가_선정,1사,10억_미만_1개,분야_적재적소,유망강소기업_대표들,유망강소기업_간_교류회,파격_지원,이상원,포항,3천만,해외_수출,구조_다변화,200억,지정서_수여식,매출액_10억,수여식,매출액,100억,평균_매출,교류회,5개,포항_이상원,수출_상담회,포항_이상원_기자,4차_산업혁명,운전자금_우대,박사급,고용인원"
20170613,한국경제,"광주과학기술원, 창업보육센터 평가 '최우수'","학생_창업,창업_지원,창업_지원_프로그램,창업_학생,창업_학생_1인,광주과기원,학생_창업_비율,지원_덕분,2위,창업_활동,2015년_광주과기원,창업_전문가,숙명여대,국민대,대학_평가,창업보육센터_평가,1인,창업보육센터_평가_최우수,학교_지원액,창업자,창업보육센터,최우수,창업_컨설팅,학생창업비율_2위,스타트업,기성근_광주과기원,지원_금액,학생창업비율,의료용_소프트웨어,창업_활동_일지,예비_창업자_1인,창업지원_전담,각종_지원,창업지원_분야,창업_전문가_과정,연구개발비_지원,지원액,법인_설립,팀별,의료용_소프트웨어_개발_스타트업,여성_창업자,창업지원_전담_조직,경영_프로그램,학교_차원,모의창업_프로그램,앙트러프러너십전공,4차,시제품,광주과학기술원,창업_관련_정부지원_사"
20170613,서울신문,文 ‘12대 약속’ 중 1번 일자리로 바꿔,"국정기획위,일자리,대변인,국정_5개년,국정기획위_논의,중점_국정과제,국정_5개년_계획_확정,국정과제,국정기획위_박광온_대변인,중점_대응_국정과제,이날_자료,중점_대응,5대,12대_약속,후보_시절_12대_약속,5개년,국정기획위_박광온,일자리_창출,국정운영_5개년_계획,계획_이행,2차_국정과제,계획_확정,100대,국정기획위_논의_과정,분과위원회,후보_시절,후보_시절_제시,2차,국정운영_5개년,100대_과제_목록,일자리_창출_쪽,김진표,인구_절벽_대응,위원장,일자리_경제,1번_일자리,3대,대형_복합_과제,2차_국정과제_검토회의,정부_국정비전,12일_대선_10대_공약,7개,5대_비전,박광온,계획서,김진표_위원장,文_12대_약속,12일_대선,인구_절벽,대형_복합"
20170613,한국경제,"2018년 예산 요구액, 6% 늘어난 424조","6.0%_증가,예산_요구액,내년_예산,424조,정부_부처,요구액,예산_요구액_증가율,내년_정부,2018년_예산_요구액,2015년_예산,2018년_예산,1호,취약계층,취약계층_지원,지원_확대,기재부,취약계층_지원_확대&rsq,7.0%_증가,증가율,내국세수_증가,최우선,내년_정부_예산안,교육_분야,규모를,상하수도,신기술,2015년_예산_증가폭,산업혁명,지원_확대_영향,4차,융합예산_요구,구개발,취임_직후_1호_업무지시,4차_산업혁명,총지출_요구액,상하수도_시설_사업_규모를,핵심_공약,문재인_대통령,1호_업무지시,4차_산업혁명_대응,사업_규모를,상하수도_시설,정보통,4대,요구서,지방행정,일자리,일자리위원회,핵심기반기술,rsq"
20170613,영남일보,4차 산업혁명 선도 사물인터넷 전문가 양성…대구시-SKT 21일 IoT개발자 포럼,"대구시,iot,iot_개발자_포럼,사물인터넷,한편_iot,iot_분야,산업혁명,전문가,사물인터넷_전문가,사물인터넷_전문가_양성,최신_기술_트렌드_공유,지역_소재,최신_기술_동향_파악,최신_기술_동향,대구시_관계자,4차_산업혁명,4차,sk텔레콤,skt,한편_iot_생태계_활성화,트렌드_공유,지역_소재_개발자들,skt_개발자_홈페이지,홈페이지,21일_제1회_sk텔레콤,21일_제1회,sk텔레콤_주최,4차_산업혁명_선,21일_iot개발자_포럼,동향_파악,기술지원,중소기업들,스타트업,첨단정보통신융합산업기술원,중소기업,글로벌_시장,21일_iot개발자,선착순,참석_가능,참가_신청,아이템_선정,관계자,첨단정보통신융합산업기술원_주관,비즈니스_모델,생태계_활성화,sk,최신,지역,포럼,진행"
20170613,한국경제,"""에이스테크, 대표적 4차 산업혁명 수혜주""-하나","안테,에이스테크,수혜주,장기_이익,매출_증가,이익_성장,4차,장기_이익_성장_추세,이익_성장_추세,1분기_실적,실적_개선,대표적_4차,대표적_4차_산업혁명_수혜주,본격_매출_증가,분기_실적,성장_추세,5세대,고주파_안테,매출처,증권사,인도지역_안테,13일_에이스테크,4차_산업_육성_수혜주,자율주행자동차_시대,김홍식,육성_수혜주,5g_시대,매출_증가로,산업혁명_수혜주,첨단_운전자_지원_시스템,증권사_김홍식,부품_국산화,4차_산업,수요_증가,신_조기_도입_경쟁,투자의견_매수,첨단_운전자,부품_국산화_과정,증권사_김홍식_연구원,매출액,1099억,7000원,목표주가,영업이익,차량용_안테나,금융투자,자율주행,연구원,증가했,운전자"
20170613,파이낸셜뉴스,[기고]4차 산업혁명과 전력 데이터의 중요성,"전력_데이터,빅데이터_전력,전력_관련_데이터,데이터_센터,전력_사용량_데이터,빅데이터_전력_정보,빅데이터,전력_사용량,인공지능,에너지_절감,에너지_사용,전력_공급,데이터_수집,에너지_절감_효과,지역별_전력,비용_절감,인공지능_플랫폼,4차_산업혁명,사용량,서비스_플랫폼,인프라_보급,절감_효과,대기_오염,비용_절감_효과,동안_데이터_센터,사용량_변화,국가_전력_사용량_변화,부가가치,지역별_전력_사용량_비교,iot_관련_인프라_보급,실시간_사용량_정보,네트워크,에너지_절약,인공지능_플랫폼_기술,전기_요금_절감,국가_전력,부가가치_창출,인공지능_능력,전기차_보급,빅데이터_관련_사례,전력사용량_정보,인공지능_관련_사례,4차,실시간_사용량,네스트,1년_동안_구글_데이터센터,전기_생산,전기차,구글,일정_온도"
20170613,국제신문,"기술보증기금, 4차 산업혁명 '특급 도우미' 맡는다","4차,산업혁명,기술평가,4차_산업혁명,기보_관리,4차_산업혁명_연관_기술평가,기술보증기금_관리,종합_지원_프로그램,종합_지원,기술보증기금,기술보증기금_관리_업무,투자_기술평가,기보_김규옥,4차_산업혁명_시대,4차_산업혁명_선도기업,4차_산업혁명_특급_도우미,기술평가_인프라,기업부,연관_기술평가,창업금융_지원,기술혁신_지원,정부_정책,정부_정책_과제_이행,기보_김규옥_이사장,기술평가_전문성,구상권_관리,밸리_프로그램,중소벤처기업부,김규옥,이공계열_출신,tech,박사급,창업_활성화,중소벤처기업,특급_도우미,핵심역할,최적화,우수기술_사업화,박사급_인력,금융위원회,부산,이사장,금융지원,12일_금융권,선도기업,기술창업_전문지원기관,기술보증_보증연계,직원_1143명,자리매김,지원"
20170613,충청투데이,"호서대학교, 국방부와 학·군 업무협약 체결","국방부,ict,국방분야,군간,업무협약,ict_신기술,업무협약_체결,유기적_협업,호서대,ict_전반,ict_첨단기술,신기술,국방부_관계자,유기적_협업_생태계,산업혁명,4차,박대우,ict_첨단기술_개발,생태계,호서대학교,국방분야_적용가능성,국방분야_활용가능성,4차_산업혁명,박대우_교수,세계_최고,효율적_군_운용,4차_산업혁명_주도,수중통신분야_이외,세계_최고_수준,창의적_국방가치_창출,국방부_자문위원,위하여_협력,부총장,김성룡,고학림,교무처장,문대철,아산,위하여,대학원장,인재양성,수중통신기술,창의적_국방가치,대한민국,민간부분,국방력,연구역량,해양수산부,정보보호,잠수함"
20170613,충청투데이,"제2국무회의, 지방분권 강화 물꼬 트나","지역_공약,지방분권,지역_대형_공약,간담회,지역_대형,제2국무,지역_공약_추진_방안,단체장,지역_정가,공약_의결권,부여,성격_간담회,적극_반영,지방재정,지방분권_강화,지역_요구,대통령_자문기구_수준,지역_의중,국무회의,안희정,헌법_개정,의결권,광역단체장,의결권_부여,정부_차원,반영_창구,문재인_정부,회의_명칭,지역_정가_관계자,지방분권_강화_물꼬_트나,문_정부_출범,법적_근거,14일_광역단체장,14일_전초전,대통령_자문기구,전초전_성격,만큼,추진_방안,중장기,4차,산업혁명,결국_의결권,의안_제출_권한,최고_수준,법적_근거_마련,만큼_시범,트나,관련법_개정,지역_균형발전,지역_건의사항"
20170613,강원도민일보,제4차 산업혁명시대에서 산림의 역할,"제4차_산업혁명_시대,서비스_산업,산업혁명,미래_산림_관리,3차_산업,산림_역할,3차_서비스_산업,대량_생산,경제_발전,2차_산업,제4차,제4차_산업혁명,미래_산림,우리나라_산림,3차,6차_산업,3차_서비스,1차,관리자간_관리,임산물_생산,산림휴양_지역,4차_산업혁명_시대,2차,산림관리,임산물,관리_체계,4차_산업혁명,당사자,이해당사자들,산림산업,산림휴양,우리나라,6차,핵심_단어,관리자간_관리_목표,이용한,인접_지역,유통_중심,생명과학,지역_특성,3정도,소비처_확대,통합_네트워킹,정보화_시대,야외_레저용품_시장,맞춤형_정보,제4차_산업혁명시대,협치,통합적_산림관리,건강보조_식품"
20170613,전남일보,주택 '소유'서 '소비'로… 수요맞춤형 대책 마련을,"수요맞춤형_주택,광주,전남,주택_소유,수요맞춤형_임대주택,수요맞춤형_임대주택_공급_정책,수요맞춤형_주택_공급책,세입자,주택_패러다임,임대주택_비율,주택_패러다임_전환,공동주택,공급_정책,전국평균_아파트,전국평균,수요맞춤형_대책,임대주택_재원,쉐어형_주택,다품종,부분임대형_주택,나강열,복합용도주택_공급_추진,1인,광주전남,복합용도주택_공급,전국평균_아파트_전월세전환율,수요맞춤형_대책_마련을,산업_활성화,경우_임대주택_비율,아파트_임대시장,지구단위계획_수립_지침_마련,12일_광주전남연구원_나강열_책임연구위원,비정기,수립시_임대주택,지구단위계획_수립,주택종합계획_수정계획_수립시_임대주택,4차,나강열_책임연구위원,연구원,불안정,리더스,광주전남연구원,부동산,지침_마련,반면_전남_7.5%,맞춤형_종합주거서비스_산업_활성화,행정서비스,수정계획,단독주택,광주전남_세입자들"
20170613,헤럴드경제,"해외여행 2천만 시대, ‘구름 위 베스트셀러’는?","베스트셀러,북카페,시중_서점,과거_시중_서점,베스트셀러_5위,8곳_서점,공항서점,과거_시중,8개,8곳,공항서점_8곳,면세점_공간,구름_위_베스트셀러,항공사,4차,스카이_북카페,20위,5위,관심사,해외여행객,인천국제공항,면세점_공간_4층,베스트셀러_1위,2위,30여평_공간,2만,9개,황금분할,4권,클라우스,독서인구,3권,3위,일상_속_관심사,2천만,1권,책들,4층,4위,k북스,1만,면세점,세계_유일,항공사_회원제,인문_분야,6월_공항내,항공사_회원제_라운지,교보문고_베스트셀러,베스트셀러_상위권,여행_고수들"
20170613,한국경제,"중소기업, 4차 산업혁명시대 마케팅은… 대강소기업상생협회 세미나 개최","대파불고기_대표,대파불고기,박영주_대표,이상엽_대표,4차,sns_마케팅,대파불고기_프랜차이즈,sns_마케팅_전략,박영주,이상엽,모바일_sns_마케팅,프랜차이즈_전략,박영주_화덕초_대파불고기_대표,4차_산업혁명시대_마케팅,사무국장,인공지능_마케팅,대파불고기_프랜차이즈_가맹점,강남역,서울,sns,중소기업,서울_강남역,이날_설명회,모바일_sns,4차_산업혁명시대,e&m_대표,서울_강남역_공간더,박영주_화덕초,소기업상생협회_세미,이상엽_koala_e&m_대표,소기업협회_사무국장,강소,한국대,창업자,공간더,대상으,기업상생협회,중소기업들,한국대강소,20여개,설명회,가맹점,기초부텨_응용,이날_중소업체들,창업_노하우,예비_창업자,이상엽_koala,koala,마케팅,대표"
20170613,충청일보,4차 산업혁명의 열쇠 '인적자원개발'에서 찾아야,"산업혁명,충남대,4차_산업혁명,최종인_한밭대_교수,산학연,학술대회,제4차_산업혁명,최종인,4차,전상길_교수,이진규_교수,정범구_교수,미래_인적자원,송계충_충남대,5명,연구원,인재양성,한밭대학교,인적자원,송계충,최종인_회장,최종인_한밭대,한밭대,해결책,미래_인적자원_개발,송계충_충남대_명예교수,10일_한밭대학교,대전_연구개발특구진흥재단,컨트롤_타워_역할_수행,창작공간_마련,산학연_전문가,10일_한밭대학교_산학연기술사업화,교육방법론_혁신,대전_연구개발특구진흥재단_컨퍼런스홀,making,컨트롤_타워,역할_수행,교수부장,learning,과학기술교육인력연구원,본부장,연구소,과학원,박인서,한국인,대덕넷,이석봉,융합전공,컨퍼런스홀,한국인적"
20170613,대구일보,"4차 산업혁명, 경북경제 지렛대 삼자","산업_육성,4차,경북,산업혁명,4차_산업혁명,자동차,미래형_산업,국가_경제,제조업,차세대_먹거리_산업_육성,4차_산업혁명_대응_추진단,차세대,구미,미래형_자동차,경북경제,300억,신산업,지자체,경북도,산업현장,일자리,인공지능,무역수지,지렛대,스마트_팩토리_사업,경북경제_지렛대,규제완화,3차_산업혁명,스마트_팩토리,신성장산업_육성,4개월,탄소산업_육성,대한민국_경제,경북경제_지렛대_삼자,선순환,신기술,만큼,자동차산업,국가_전체_무역수지,가지_전략,추진단,대응_추진단,포항,차세대_디스플레이,신산업_생태계,차세대_먹거리,경량_알루미늄,경북도_경제부지사,도내_r&d_기관_간,전기차_시대"
20170613,제민일보,"""가축전염병 방역 독립국가 수준 강화""","제주도,5대,제주,독립_국가_수준,제1차_추경예산안,ai,추경예산안_제출,독립_국가,가축전염병_방역,정례회_제1차,산업혁명,4차,청정지역,2017년_제1회_추경예산안_제출,도민행복_5대,ai_확산,도민행복_5대_프로젝트,원희룡,방역체계,정례회,가축전염병,예산안,전염병,4차_산업혁명,제주도의회_제1차,지역_상황,구제역_대응,4차_산업혁명_시대,독립국가_수준,외부차입금,2대,환경수,차입금,제주만,특별자치제,교육과학시스템,검역기준,민생안정,제로화,후속조치,잠복기,조류독감,일자리,인플루엔자,2017년_제1회,조류인플루엔자,메르스,인사말,제주지역,국가정책"
20170613,헤럴드경제,[2017헤경 氣UP 포럼] 새정부 경제정책·기업의 미래 ‘좌표제시’ 첫 토론회 엽니다,"포시즌스호텔서울,4차,자본주의,서동원,규제개혁위원회,2017년_6월,미래_성장,시대_기업,4차_산업혁명_시대_기업,윤증현,헤럴드경제,정부_관계자,정부_출범,미래_성장_동력,광화문_포시즌스호텔서울,포시즌스호텔서울_그랜드볼룸,유병규,광화문_포시즌스호텔서울_그랜드볼룸,forum2017,서울대,신자유주의,한국사회투자,4차_산업혁명,2017년_6월_28일,헤경,이종수,김현종,박상인,광화문,기획재정부,3f,4차_산업혁명_시대,한국경제연구원,그랜드볼룸,박상인_서울대_행정대학원_교수,성장동력_확보,성장동력_확보_방안,서동원_대통령직속_규제개혁위원회_민간위원장,토론회,윤증현_전_기획재정부_장관,산업혁명,이종수_한국사회투자,박상인_서울대,자본주의_4.0,김현종_한국경제연구원,서동원_대통령직속,규제개혁위원회_민간위원장,기획재정부_장관,행정대학원_교수,이종수_한국사회투자_이사장"
20170613,파이낸셜뉴스,위성호 행장 철학 담은 신한은행의 새로운 슬로건 'Be the NEXT' 선포,"신한은행,광고_슬로건,위성호_행장_철학,디지털_금융,각종_은행,신한,위성호_행장,위성호,4차,은행_체질,각종_은행_업무,파괴적_혁신,신한은행_관계자,금융_환경,디지털_창구,follower,전기자동차,자동차,maru13,위성호_신한은행장,드론,금융업,당행,기대감,핀테크,방향성,리딩,리디파인,금융_생태계,미래금융,슬로건_be_the_next,재정의,드론_택배,리디파,미래지향적,관계자,신한은행장,혁신적_상품들,모바일_뱅킹,tv광고,4차_산업혁명시대,초격차_리딩뱅크,게(fast_follower,tv,redefine,fast,mover,철학,은행,슬로건"
20170613,문화일보,文 직접 참여 ‘경제민주주의 대타협 기구’ 만든다,"사회적_대타협,청와대,대타협,사회적_대타협_기구,대타협_기구,사회적_대화기구_구성_착수,구성_착수,사회적_대화기구_구성,사회적_대화기구,대화_기구,일자리위원회,노동계,이해관계,대화_기구_구성_작업,경영계,일자리,대기업,사회적_대화체,참여_대상,별도_기구,청와대_관계자,대화기구,구성_구상,이중구조,별도_기구_구성작업_착수,경제_민주주,민주노총,이해관계_조정,대표성,문재인_대통령,기업_대표,노동자_대표,노사정위원회,구성_작업,일자리_창출,대타협_도달,산업혁명,4차,중소기업,비정규직,노동시장_이중구조,노동시장_이중구조_개선,10일_언급,구성작업_착수,기념사,민주주,관계자,4차_산업혁명,설립_목적,대화체"
20170613,서울신문,[단독]저출산 여파…‘교육 일자리’ 전쟁 시작됐다,"인력_초과_현상,인력_초과,인력_수요,배출_인력,인력_부족,1만,배출_인력_감소,2015~2020년_인력,초과_배출,2020~2025년_1만,수요_전망,공학계열_정원,교육계열_인력,시장_수요,2015~2020년_5000명,공학계열_정원_조정,2만_5000명,전공자,전공계열별_인력,2020~2025년_2000명,전공계열별_인력_조정,2015~2020년_5만_5000명,2만,7만_8000명,공학계열,공학_수요,저출산_현상,가량_인력,순수_과학_분야,7만,2015~2020년_5만,2015~2025년_7만_5000명,2015~2025년_부족,연구팀,교육계열,사회계열,예체능계열_전공자,5만,만큼_인력,인력_초과현상,정원_감축,6만,기술혁명_영향_공학_수요,1만_6000명,순수_과학,쏠림_현상,일자리,자연계열,저출산,노동시장_환경"
20170613,부산일보,통일 조명균·미래 유영민·여성 정현백·농림 김영록…4개 부처 장관 인선,"청와대,부처_장관,미래창조과학부_장관,장관_후보자,유영민_미래창조과학부_장관,농림축산식품부_장관,미래창조과학부,김영록_농림축산식품부_장관,조명균_통일부_장관_후보자,농림축산식품부_장관_후보자,부처_장관_인선,대변인,정현백,장관_인선,조명균,김영록,후보자,유영민,유영민_미래창조과학부,정현백_여가부_장관,정부_조직,15개_장관,농림축산식품부,13일_통일부_장관,이날_통일부_장관,박수현_청와대_대변인,김영록_농림축산식품부,조명균_통일부,통일부,15개_장관_인선,이해도,부사장,박수현_청와대,부산_출신,전남_완도_출신,완도,여성가족부_장관,4개,경기_의정부_출신,정현백_여가부,관료_출신,불평등,재협상,한일,간국회,산업혁명,청와대_비서관,실전_경험,농축식품부_조직,미래형_연구개발_생태계_구축"
20170613,YTN,靑 장관 추가 인선...인사 난맥 풀릴까?,"후보자,장관_후보자,청와대,통일부_장관_후보자,문재인_대통령,통일부_장관,문재인_정부_청와대,장관_인선,대통령_입장,문재인_대통령_입장,문재인,여성가족부_장관_후보자,조명균_통일부_장관_후보자,위원장,재협상,문재인_정부,야당_입장,여성_후보자,통일부,여성가족부_장관,외교_장관,조명균_후보자,당장_강경화_후보자,강경화_장관,강경화_후보자,외교_장관_발탁,분들,노무현_대통령,남북_정상회담,인사_조치,미래창조과학부_장관_후보자,당장_정상회담,조명균_통일부,외교_정책,자유한국당_입장,강경화_후보자_그다음,정상회담,결국_남북,여성부_장관_후보자_발표,참여연대,대로_여성가족부_장관,노무현_정부,일본,여성가족부,조명균,당장_강경화,가지_얘기,장관_임명,자유한국당,미래창조과학부_장관_유영민_후보자"
20170613,내일신문,4년 만에 '불황형 흑자' 벗어난다,"순이익,매출_성장,코스피,코스피_연간_매출,연간_순이익,연간_순이익_100조,코스피_연간,삼성전자,100조,전망치,매출액,상장사,연간_매출액,매출_성장_측면,6%대_매출,연구원,3개,1분기_순이익,매출정체속_이익_성장,호황형_흑자,코스피_전체_매출,합산_순이익,코스피상장사_매출액_시장_전망치,불황형_흑자,순이익_증가율,투자_축소,분기별_순이익,그동안_매출,올핸,투자_기대감,시장_전망치,순이익_합_전망치,분기별_순이익_달성률,코스피상장사_매출액,코스피_상장사들,신한금융투자,달성_가능,달성률,매출정체속_이익,평균_달성률,호황형_흑자_전환,빅데이터,삼성전자_노트7,평균_달성률_109%,설비투자비용,매출액_증가율,장유진_신한금융투자_연구원,안현국_신한금융투자_연구원,4차,6%대_매출_성장세_속"
20170613,대전일보,대덕대 지식재산능력검정시험(IPAT) 전국 최다합격자 배출,"지식재산,지식재산_교육,대덕대,지식재산_특성화_프로그램,지식재산_특성화,지식재산_교육_허브역할,특성화_프로그램,김남윤_대덕대,지식재산교육관련_특성화_프로그램,창의실무_교육,산업혁명,김남윤,김남윤_대덕대_현장실습센터장,4차,지식재산교육관련_특성화,4차_산업혁명,전국_최다합격자,지색재산_분야,4차_산업혁명_시대,전국_최다합격자_배출,한국발명진흥회,대덕대학교,가시적,자격증,노력들,합격자,대덕대_지식재산능력검정시험,실무능력,차별화,허브대학_역할,현장실습센터장,센터장,허브대학,허브역할,지식재산교육허브_구축사업,제14회_ip능력검정시험,ip,ipat,교육,프로그램,능력,재산,특성,전국,분야,실무,지식,역할,수행,허브"
20170613,중부매일,‘맘(MOM)이 먼저’ 2기 체험프로그램 실시,"학부모지원단,2기,대전자유학기제_학부모지원단,학부모지원단_연수_프로그램,지원단,학부모,대전자유학기제_학부모_지원단,대전자유학기제_학부모,안전_집중_체험,2기_체험프로그램,체험프로그램,대전자유학기제_학부모지원단_65명,대전자유학기제_학부모지원단_170명,학부모지원단_연수,안전_교육,대전청소년위캔센터,중학교,안전망,자유학기,종일형_프로그램,안전_집중,2기_체험프로그램_실시,대전시교육청,3기,4기,9개,외부체험_안전망,외부체험_안전망_구축,서부_관내_중학교_50개,동부_관내_중학교_38개,재난_안전,서부_관내,mom,동부_관내,안전사고_대비,대전남부소방서내_119시민,중학교_50개,중학교_38개,자유학기_진로체험활동,디자인실,미스터리쇼퍼,화재대피,생활응급처치,패션디자인실,소생술,수사대,쇼퍼,대전교육청,4차,지진대피"
20170613,중부매일,"청주상공회의소, 신동렬 대전지방국세청장 초청 세정간담회","청주상공회의소,간담회,신동렬,노영수_청주상공회의소,기업들,노영수_청주상공회의소_회장,세종,납세자,국세청,청주상공회의소_관내_기업들,사업자등록_안내_현장,노영수,청주상공회의소_관내,신동렬_대전지방국세청장_초청_세정간담회,신동렬_대전지방국세청장,지역경제_발전,경영자,청주시내,이날_간담회,국세청장,가업승계지원_제도_홈택스_민원증명,사업자등록_안내,지역경제_활성화,4차,4차_산업혁명_시대,주요산업단지_입주기업_증가,산업혁명,대전지방국세청장,초청_세정간담회,가운데_신동렬_대전지방국세청장,세정간담회,13일_청주시내,홈택스_민원증명,가업승계지원_제도,수출_활성화,기업_친화적,4차_산업혁명,도내_주요기업,13일_청주시내_식당,국세행정_운영방안_경영자,세종시대_개막,도내_주요기업_임원,세금문제_처리,기업인,정부기관,세제지원,개청,신바람,기업인들,일자리"
20170613,대전일보,4차 산업혁명 특별시 대전에서 첨단국방산업전 열려,"대전시,개막식,4차,민간기술,국방분야_첨단_민간기술,국방분야_첨단,한화,미래_군사력,산업혁명,13일_개막식,4차_산업혁명,부스,첨단국방,첨단국방산업전,나흘간_4차_산업혁명,나흘간_4차,국방_관련_첨단기술,국방_관련_산,미래_지상전력기획,4차_산업혁명_특별시_대전,관계자,미래_군사력_건설,대전컨벤션센터,70개_업체,육군_준장,나흘간,이원승,군사력,전력소요_창출,감사패,70개_업체_108개_전시부스,이원승_예비역_육군_준장,가운데_13일_대전컨벤션센터,이날_개막식,미래_지상전력기획_심포지엄,국방산업_발전_유공_감사패,국방산업_발전,넥스원,첨단_과학기술,공동주최,국방기술품질원,전시관,네오넥스,30여,부대행사들,전시회,풍산,사령부,중견기업,108개_전시부스"
20170613,대전일보,"[기자수첩] 새 정부 과학정책, ICT로만 쏠리나","ict_분야,과학기술_분야,ict,과학기술,산업혁명,과학기술_정책,ict_분야_전문가,4차_산업혁명,문재인_정부,4차,미래창조과학부,미래창조과학부_장관,ict_전문가,ict_출신,ict_전문인,내정자,문재인,4차_산업혁명_시대,뒷받침,미래부_장관,전문가,과학기술계,국가_연구개발,선제적_대응_국가_연구개발,과학기술계_목소리,ict_출신_기업인,인텔,제4차_산업혁명,포스코,로드맵,경영연구소,성장동력_마련,과학기술보좌관,미래부,전문인,인텔_수석,포스코_경영연구소,미래형_연구개발,체제_혁신,미래창조과학부_체재,선제적_대응,기초과학_연구자들,기초과학_연구등,생태계_구축,인텔_수석_매니저,포스코_경영연구소_사장,핵심과학기술_지원,정부_과학정책,정부_과학계,융합적_리더십"
20170613,대전일보,"청와대, 미래부 등 4개 부처 장관 인선… 충청출신 전무","장관_후보자,통일부,후보자,대변인,미래부,성균관대,장관_인선,13일_통일부_장관,여가부_장관_후보자,조_통일부_장관_후보자,행정고시,유_미래부_장관_후보자,여가부_장관,청와대,4명,4개_부처_장관_인선,박수현_청와대_대변인,부산_출신,13일_통일부,이해도,대한민국,행정고시_23회_출신,여성가족부_장관,농림축산식품부_장관,미래창조과학부_장관,이날_4명,농림부,전남_완도_출신,충청권_출신,행정자치부,대통령비서실,미래형_연구개발_생태계_구축,생태계_구축,부산대,불평등,한일,재협상,평화체제_구축,박수현_청와대,서울대,한반도_신경제지도,공동대표,시민사회_인사,당면_현안,여성단체연합,남북문제_현안,차관급_인사,정부_남북관계_기본방향_정립,성균관대_사학과,이날_춘추관"
20170613,대전일보,사람 얼굴 대신 알아봐 주는 '제3의 눈',"인공지능,얼굴_인식,인공지능_반도체,인공지능_알고리즘,인공지능_반도체_프로세서,인공지능_반도체_칩_cnnp,반도체,인공지능_산업,k-eye_시리즈,cnnp,사용자,세계_최소_전력,얼굴_인식_처리_칩,스마트폰,얼굴_검출_이미지_센서,얼굴_검출,연구팀,얼웨이즈,세계_최저전력,인공지능_반도체_칩_개발,아날로그_프로세서,세계_최소,이미지_센서,딥러닝_알고리즘,동글,저전력,동글_타입,웨어러블,사람_얼굴,스마트폰_화면,알파고,웨어러블_타입,딥러닝,디지털_프로세서,얼굴인식,유회준_교수_연구팀,특수_저전력_분산_메모리,동글_타입_2가지,분산_메모리,세계_최저전력_기술,얼굴인식_시스템_k-eye,유회준_교수,재해석,특수_저전력,4차,봉경렬,1정도,2가지,아날로그_프로세싱,유회준"
20170613,헤럴드경제,국제회의 유치 1위 한국에 MICE 바이어 몰려온다,"mice,mice_바이어,mice_산업,한국_mice,한국_mice_산업,지역_mice,지역_mice_산업,컨벤션_바이어,한국,mice_전시회,mice_산업_미래전략_제시,mice_박람회,4차_산업,유치_1위_한국,국제회,한국_mice_산업_활성화,코리아,1위,한국관광공사,유치_1위,4차,mice_시설,글로벌_바이어,mice_업계,세계_1위,mice_목적지,전시회,인천,개최_순위_세계_1위,인천광역시,지역별_mice_유치_설명회,유치_설명회,컨벤션_미래전략,설명회,개최_순위_1위,역대_최대,박람회,15~16일_인천,미래전략_제시,참가_최대,송도_코리아,15~16일_인천광역시,mice_전문,15~16일_인천광역시_송도_컨벤시아,송길영,지역별_mice,개최_순위,mice_관광객,컨벤시아,mice_산업계"
