일자,언론사,제목,중요키워드
20170710,서울경제,Q. 달의 토지를 구입할 수 있을까?,"도일,남극,부동산,소유권,로비_활동,런던컴퍼니,부동산_소유권,우주_정착,br,달_부동산_소유권,외기권,부팀장,미국,남극조약,부동산중개,항공사,이듬해_1월_미국,이듬해_1월,외계_천체,인류_공동,국내법_적용,스티븐,특정_국가,자긍심,자칭_달_부동산중개_선도기업,내사팀_부팀장,1에이커,ost,내사팀_부팀장_출신,사람들,서울경제,외계행성,워서,국제연합,이듬해,알란_워서_의장,알란,법적_권리,국내법,2007년_1월,000년_동안_지표면,지표면,7년_동안_담배,1607년_런던컴퍼니,독점적_소유권,알란_워서,작물재배_노동,하지만_지구,외기권_우주조약,법안_통과"
20170710,서울경제,"""6·19대책 벌써 약발끝"" 정부, 추가카드 꺼내나","1순위_청약,아파트_분양,서울,부동산_대책,부동산_시장,부동산,분양가_아파트,청약_1순위,신규_아파트_시장,정부_규제,후속_대책,강남,만큼_후속_대책,수도권_아파트,1순위,신규_아파트,신규_분양,분양가,재도입,만큼,청약_1순위_요건_강화,청약_수요,비과세,강남_지역,서울_민간분양_아파트,주택_구입,만큼_후속,양도세,수도권_아파트_입주물량_증가,종전_최고_분양가_아파트,양도세_비과세,수도권,시장_상황,지난달_28일_1순위_청약,전월세상한제,청약_1순위_획득_소요기간,양도세_비과세_거주요건_강화,청약_관련_규제,8월_정부,역대_정부,박근혜_정부,주택거래신고제,조달계획,취임식,가계부채_대책,서울_은평구,요건_강화,재도입_가능성,주택_보유기간,서울_용산구"
20170710,서울경제,DK도시개발 '로열파크씨티' 첫선,"로열파크씨티,dk도시개발_로열파크씨티,로열파크씨티_브랜드,자사_브랜드_로열파크씨티,dk도시개발,로열파크씨티_장성,포항_로열파크씨티,경북,신도시,장성동,자사_브랜드,경북_포항시_북구_장성동,경북_포항시,사후관리,종합부동산그룹,북구_장성동,부동산,차별화,포항시,김정모,1차_분양,장성,포항,dk,첫선,1차,토지_매입,도시,브랜드,분양,자사,사후,관리,총괄,마케팅,설계,종합,기획,차별,매입,민간,단지,그룹,세대,북구,설명,토지,복합,회장,추진"
20170710,서울경제,"과천 '푸르지오 써밋' 브랜드, 주공1 이어 주공7-1도 쓴다","대우건설,브랜드_적용,주공1단지,아파트_브랜드,과천,사업_수주,과천_주공1단지,브랜드_변경,과천_정비_사업_수주,고급_브랜드,써밋,2곳,푸르지오_써밋_단지,재건축,주공1단지_재건축조합,고급_브랜드_입지,과천_정비,재건축_사업,재건축조합,박창민_대우건설,최고급_브랜드,주공7-1_재건축조합,부동산,상위_브랜드,푸르지오_써밋,주공1단지_시공사,정비_사업,서울,브랜드_적용_문제,푸르지오,과천_주공1단지_수준,브랜드_변경_여부,2월_대우건설,수주_활동,10일_부동산_업계,롯데건설,정비_사업_6건,주거_부문_최고급_브랜드,공동_수주,9월_조합,시공사,직후_주공7-1_재건축조합,박창민_대우건설_대표,건설_업계,도급_금액,10일_부동산,2조,서울_강남,심교언,건국대"
20170710,헤럴드경제,[두 얼굴의 세종시 ①] 공공기관 이전 vs. 공급과잉...힘겨루기,"세종시,세종시_부동산,세종시_부동산_시장,미분양,부동산,전셋값,기간_세종시,부동산_시장,공공기관,6월_기준_세종시,실수요자,전국_평균,아파트_매매,17.34%_상승,6월_기준_전셋값,2생활,청약경쟁률_고공행진_미분양,서울_평균,매매가격,아파트_매매가격,청약경쟁률,미분양_주택,공공기관_집단,이남수,관계자,기간_서울,탈동조화,6월_기준,함영진,투자자,전세가율,서울,고공행진,청약경쟁률_고공행진,호재_가능성,함영진_부동산114,헤럴드,미분양_제로,폭락_가능성,가치_상승,미분양_주택_현황,행복도시,행정수도_건설,행정수도_건설_의지,대비_전세가격_비율,1순위,4생활,실수요,후보지,공공기관_집적화단지_후보지"
20170710,헤럴드경제,“공정경쟁으로 ICT 생태계 보호”…덩치만큼 공적 책무 부과,"플랫폼_사업자,포털_플랫폼,사업자,시장_경쟁,인터넷_플랫폼_사업자,인터넷_플랫폼,하지만_규제,행위_논란,인터넷_시장,경쟁_제한_행위,플랫폼_사업자들,통신_시장,규제_기준,시장_지배력,경쟁_제한,경쟁_상황,인터넷_플랫폼_중립성_원칙,수년간_플랫폼,하지만,플랫폼_서비스,시장_경쟁_상황_평가,시장_획정,플랫폼_중립성,소비자,저해_행위,수년간_플랫폼_사업자들,ict,지배력,침해_논란,시장_지배력_근본적,소프트웨어_플랫폼,경쟁_상황_평가,플랫폼_사업영역,플랫폼_유형,금융_플랫폼,차별_행위,윤문용,미래부,하지만_규제_거버넌스_체계,경쟁법,확대불구_규제,국내외_플랫폼_사업자들,유명무실,거래법,시정조치,네이버,진입_규제,사업자들,영향력,인스턴트_메시지_플랫폼"
20170710,헤럴드경제,상반기 펀드시장 순자산 500조원 육박,"펀드_자산,상반기,1조,자산_500조,3조,상반기_국내_펀드,상반기_펀드시장_자산_500조,공모펀드,공모펀드_규모,2조,투자자,부동자금_증가,혼합채권형_펀드,공모_실물펀드,한국금융투자협회,11개월_연속_공모펀드_규모,전년말_대비,설정액,상반기_펀드시장,실물펀드,해외투자펀드_자산,전년말,전년말_대비_36조,6개월,저성장,6조,저금리,부동산,5조,사모펀드,상반기_펀드시장_현황,대내외,11개월_연속,7조,대비_4조,36조,주식형,지난해말_67조,지난해말_73조,500조,6개월_동안_5조,안전자산_선호심리_강화,일반_투자자,111조,안전자산_선호심리,머니마켓펀드,금융투자협회,69조,275조,혼합자산펀드"
20170710,한라일보,제주시 7월 재산세 405억원 부과,"재산세_납부,재산세,제주시_7월,제주시_재산세,제주시,제주시_7월_재산세_405억,건축물,납세자,항공기,납부_사이트,인터넷_지방세_납부_사이트,금융기관,재산세_405억,건축물_신축,건축물_신축_증가,인터넷_지방세,부과_고지,10만,2017년도_7월,주택분,정기분_재산세,지방세,2만,원상당,전국_금융기관,신용카드,제주시_관계자,이상인,납부기한_경과시_3%,경과시,5만,고지서,개별주택_공시_가격_상승,항공기_소유자,2씩,납부기한_경과시,금융기관_cd,405억,개별주택_공시,선박_5억,7월_24일,7월_16일,가격_상승,재산세_민원상담창구,가상계좌이체,주택_154억,현금카드,문자서비스,부과_대상별,전광판"
20170710,매일경제,[BOOK] 노후를 위해 오피스텔에 투자하라 | 제2의 월급으로 실속 있는 노후 대비,"오피스텔_투자,부동산,부동산_투자,강남_오피스텔,투자자,강남,제2,강남_오피스텔_1채,금천구_오피스텔,부동산_투자_공식,건_실제_오피스텔_투자,류지민,금천구_오피스텔_2채,수익률,집마련,1인,수익_창출,사람들,시행착오,종잣돈,흙수저_투자자,초보_투자자,2채,1억,세금_관리,부동산_관련_서적,1인_가구,수익률_측면,금천구,1채,임대수요_덕분,전문용어_일색,1인_가구_증가,류지민_기자_ryuna,실전_경험,매경이코노미,안정성,전제하,노후_대비,ryuna,흙수저,투자자들,투자금,매입가,노하우_전수,핵심_요소들,종잣돈_5000만,매경이코노미_제1916호,시간date,오피스텔"
20170710,파이낸셜뉴스,새고속道 인근 단지서 살아볼까,"고속도,인근_아파트_신규_분양,인근_아파트,신규_분양,인근_신규,서울,아파트_거래,인근_단지,고속도로_개통,수혜지,구리,신규_도로_개통,고속도로,신설_고속도,서울_문산_고속도,인근_지역,1순위,지하2층,신규_도로,고속도로_개통_전,서울_문산,교통망_개선,이달_공급,울산_함양_고속도,개통_전후,2월_속초시,파주,서희스타힐스,한국창업부동산정보원,10일_업계,대단지,서울_접근,업계_관심,원더풀파크,523가구_규모,188가구_1순위,서울_문산고속도로,주거여건_개선,경기도,188가구_1순위_모집,6개,5개,8개,549가구_규모,1035가구_규모,권강수,갈매동_소재,울산,1억,4억"
20170710,파이낸셜뉴스,상반기 공모펀드시장 이유있는 성장세,"펀드_자산,상반기,국내주식형_펀드,상반기_공모펀드,상반기_공모펀드_시장,국내주식형,기간_국내주식형_펀드,공모펀드,부동산,관계자,공모펀드_시장,해외주식형_펀드,기준_공모펀드,펀드_평가액,연초_대비,기준_공모펀드_설정액,성장세,펀드_평가액_상승,설정액,상반기_12.57%,한국펀드평가,연초_대비_14.64%_증가,투자자,5조,전체_펀드_설정액,기간_국내주식형,상반기_12.57%_성장,국내채권형_펀드,채권형_펀드,자금_유입_자산_올,지수_상승,상반기_2.72%,해외투자펀드_자산,부동자금_증가,상반기_공모펀드시장,자금_유입,상반기_동안_12조,12조,14.64%_증가,안정적_수익,연초_대비_7100억,1조,주요국,투자자_관심,저성장,저금리,금융투자협회_관계자,금투협_관계자,상반기_공모펀드시장_결산,6조"
20170710,전북도민일보,임실군 7월 정기분 재산세 부과,"재산세,임실군_7월,주택_건축물분_재산세,주택_가격,10만,임실군,반절씩_부과,전액_부과,주택분_재산세,전년대비_8.5%_증가,2017년도_7월,정기분_재산세,주택_가격_상승,주택_건축물분,1만,증가_원인,9월_2회,관내_부동산_경기_활성화,전년대비_8.5%,납세자,경기_활성화,관내_부동산,부동산,납세자들,11억,소유자,산출세액,600여,물분,2회,6월_1일,정기분,부과,주택,증가,경기,건물,관내,가격,산출,활성,대비,세액,전년,증축,건축,상승,원인,토지,전액"
20170710,매일경제,신설 고속도로 따라 분양 봇물…나들목 인근 주목,"서울,고속도로,경기도,고속도,인근_지역,경기도_구리,수혜지,경기_구리,당진,울산_함양_고속도로,울산,구리,세종,10월_당진,파주,3억,10월_세종,인근_지역_아파트_매매가격,3공구,울산_함양,기간_경기,교통망,용인,밀양강,8.77%_경기,파주스타디움,경남,8.77%_경기_포천,세종시,한라비발디,밀양,10월_당진_수청2지구_한라비발디,서울_접근,포천,파주_원더풀파크,경기도_파주시,경기도_용인시,경기도_고양시,경기도_화성시,경기도_화성시_송산면_일대,경남_밀양,경상남도,10월_세종_린스트라우스,반도유보라,경기_고양,인근_주목,제2,지난달_개통,봉일천리,기간_경기_의정부"
20170710,파이낸셜뉴스,"다롄완다그룹, 자산 11조원 매각","중국,중국_부동산,부동산,중국_다롄완다그룹,완다,대출_상환,재무구조,수낙,다롄완다그룹,중국_부동산_개발업체_수낙,재무구조_개선,테마파크,재무구조_개선_압박,매각_대금,중국_경제,부동산_시장,왕젠린_다롄완다그룹,기업_러에코홀딩스,제작사,중국_it.엔터테인먼트_기업_러에코홀딩스,중국_경제_매체_차이신,지난달_해외,2조,왕젠린,차이신,러에코홀딩스,부채_330억_달러,재상장,공격적_투자,왕젠린_다롄완다그룹_회장,부동산_개발_부문,4개_기업,지난달_해외_인수합병,년간_할리우드_영화_제작사,해외_인수합병,부채_330억,중국_it.엔터테인먼트,자산_11조,13개_문화,영화_제작사,엔터테인먼트_제국,하강기,영화관,할리우드,632억_위안,왕성,매체_차이신,22억,자회사,디즈니랜드"
20170710,파이낸셜뉴스,"완다, 테마파크 등 11조원 자산 매각…재무구조 개선 나서","중국,중국_부동산,부동산,중국_다롄완다그룹,완다,테마파크,재무구조,수낙,중국_부동산_개발업체_수낙,재무구조_개선,다롄완다그룹,재무구조_개선_압박,중국_경제,자산_매각,부동산_시장,기업_러에코홀딩스,왕젠린_다롄완다그룹,중국_it·엔터테인먼트_기업_러에코홀딩스,제작사,중국_경제_매체_차이신,지난달_해외,2조,왕젠린,러에코홀딩스,차이신,매각_대금,부채_330억_달러,재상장,11조,공격적_투자,부동산_개발_부문,4개_기업,왕젠린_다롄완다그룹_회장,지난달_해외_인수합병,년간_할리우드_영화_제작사,해외_인수합병,부채_330억,중국_it·엔터테인먼트,엔터테인먼트_제국,13개_문화,영화_제작사,jjack3,하강기,영화관,632억_위안,할리우드,왕성,매체_차이신,22억,자회사"
20170710,매일신문,대구경북 신축 아파트 다음 달부터 입주 러시,"아파트_입주,대구경북,8월_입주,아파트_입주_러시,입주_물량,8월_대구경북,입주_러시,아파트_3만,아파트_분양,8월_입주_예정_아파트,다음_달_입주_러시,경우_입주_아파트,달_평균_입주_물량,1천,다음_달_대구경북,대구,다음_달_전국,3만,대구_1천,경북,전국_58개_단지,공동주택_입주,아파트_분양_시장,대구_달성군,예정_아파트,태전동,부동산114,달성군,1만,대구경북_신축,이상준,2만,두산위브,경주,전국_58개,2014년_대출_규제_완화,부동산,대구_달성군_다사읍,더샵_1천,프라임_1천,북구_태전동,2014년_대출,경주_두산위브,146가구_경북,2015년_청약제도_개편,규제_완화,경북_2천,경주_두산위브_730가구,공급_과잉,2015년_청약제도"
20170710,SBS,6·19 대책 약발 끝났나…다시 고개 드는 서울 집값,"서울,소형_아파트,서울_강남,강남,지난주_서울,서울_강남_재건축_시장,서울_집값,재건축,강남_재건축,부동산_대책,부동산,지난주_서울_아파트_값,재건축_시장,상반기_서울,소형_아파트_인기,김현미,미분양,7억,강남_재건축_단지,27제곱미터_아파트,6.19_부동산_종합_대책,청약_시장,6.19_부동산,지역_아파트,2005년_분양,3억,2005년_분양_당시_미분양,6·19_대책,강남_공인중개업소,종합_대책,곽상은,제곱미터,3주,7천,1억,2주,거래_문의,1~2채_거래,상승세,20일_정도,상반기,분양가_1억_9천만_원대,6·19_대책_약발,강남_공인중개업소_관계자,김현미_국토교통부,중개_업무,분양가_1억,김현미_국토교통부_장관,9천만_원대,안정화"
20170710,YTN,서울 아파트값 다시 꿈틀... 6·19 대책 '효과' 논란,"아파트_가격,서울_아파트,가격_상승,서울_아파트_가격,부동산,서울,박성호,재건축,6·19_대책_효과,6·19_대책,아파트값_상승,부동산_투기,지난달_중개업소,재건축_단지,부동산_투기_단속,강남권_아파트,서울_아파트값,가격_상승_기대감,재건축_추진_단지,중개업소,오름폭,강남권_아파트_희소가치,가계부채_대책,강남,소형_아파트,재건축_추진,수도권_아파트,안정화_대책,지난달_중개업소_철시,아파트값_상승_폭,정부_대책,지난달_12일,개포,5천만,상계,ytn_박성호,19일_부동산,4주,경우_5천만_원가량_하락,부동산_시장,다음_달_가계부채_대책,금리_인상,지난달_12일_투기단속,희소가치,경우_상계_주공8단지,금리_인상_여부,강남_4구,원가량_하락,기저효과,강북"
20170710,충청투데이,충남연구원 “전기요금체계 공정해야”,"5조,온실가스_피해,대기오염물질_피해,충남연구원,대기오염_피해_비용_5조,수요측_3개_권역,대기오염_피해,남부지역,비용_5조,수도권,수도권_남부,발전측_4개_권역,부과_주장,전기요금제_개편,재산적_피해,환경적_피해,권역별_차등요금_부과_주장,충남연구원_전기요금체계_공정,온실가스,배출량,2조,4개,수요측_3개,전기요금제,3개,차등요금,충남연구원_신동호,전기요금제_개편_방안_세미나,대기오염물질_배출량,충남연구원_전기요금체계,부동산,5조_2430억_원,14개_지역,권역별_차등요금,국민경제,현행_전기사업법,전국_1위,전기요금제도_개편,5조_2430억,천안아산역,5개,제주,비수도권,신동호,발전측_4개,충남연구원_신동호_연구위원,2조_2370억_원,발전원,전기요금체계,7일_천안아산역"
20170710,파이낸셜뉴스,"어니스트펀드, 마케팅 전문가 이수호 마케팅총괄이사 선임","금융_마케팅,금융_광고,어니스트펀드,이수호,마케팅_전문가,대표_브랜드,이수호_이사,p2p금융_마케팅,금융_광고_1위,핀테크,업계_대표,업계_대표_기업,금융_마케팅_경험,신임_이수호_이사,p2p금융,p2p금융_핀테크,대규모_브랜드,신임_이수호,kt,올레,대규모_브랜드_전략,광고_제작,p2p금융_핀테크_플랫폼,온라인_마케팅,마케팅_기법,금융_개념,금융_분야,히트_광고,브랜드_런칭,15년_간_광고,1조,상반기,이수호_마케팅총괄이사,1위,대규모,브랜드마케팅_업계,2015년_2월,기업_비전,전문가,개인신용_포트폴리오,kt_통합마케팅팀,2015년_2월_설립,브랜드_전략수립,소상공인,한국,미래에셋대우,결과_els,대우증권,소상공인등,p2p금융기업_어니스트펀드"
20170710,서울신문,규제 강화·금리 압박… 겹악재 주택 시장 ‘고드름’,"주택시장_투자,주택시장,아파트_가구,투자_수요,재건축_시장,아파트_입주,분양권_시장,주택시장_투자_분위기,만큼_아파트,재건축_투자,부동산_시장,시장_분위기,재건축_아파트,입주_물량,부동산_투자,투자_분위기,만큼,재건축_아파트_투자자,재건축,대출_규제,아파트_미분양_물량,주택시장_환경,부동산,규제_강화,겹악재_주택_시장_고드름,6·19_부동산_대책,전세_물량,수요_억제_정책,주택시장_과열,금리_인상,6·19_대책,분양권_전매,시장_고드름,재건축_투자자,아파트_미분양,겹악재_주택,주택시장_경제민주화_정책,원리금,아파트_입주_대란,투자자,조정_대상_지역,6·19_부동산,만큼_청약,입주_물량_급증,박원갑,만큼_신중,시장_급랭,다주택자,청약조정_대상_지역,상당_기간_분양권_전매"
20170710,서울신문,팔당 ‘한강수계관리기금’ 줄줄 샌다,"지원금,상수원_보호,서울,한강유역환경청,상수원_보호_행정,얌체_지원금,각종_주민,주민_직접지원금,주민들,한강,한강수계관리기금,현지_거주,사실_확인,별장_소유,사람들,7개,팔당_한강수계관리기금,팔당,얌체_지원금_수령자,유기질_비료,지원_대상,무상_지원,각종_주민_지원사업,상수원관리지역_지정,유기질,현지_거주_여부,실제_거주,가구당_최대,팔당댐,원씩,사실_확인_과정,한강수계관리기금_직접지원금,가구당_최대_500만,500만,식수원_보호,서울_거주자,한강유역환경청_관계자,수변구역,팔당상수원_인접_7개_시,9일_한강유역환경청,상수원관리지역_지정_전,농민들,팔당상수원관리지역_주민들,팔당상수원_인접,환경기초시설_설치,보상_차원,주민_a씨,지역_상수원보호구역,재산권_행사,물이용부담금"
20170710,서울신문,재개발·재건축 ‘일반 분양’ 알짜 찾자,"재개발,서울,재건축_아파트,일반분양,재건축_아파트_단지,일반_분양,재건축,일반분양_물량,일반분양_비율,공덕,서울_강남구,6월_서울,가입자,부동산,부동산인포,업체_부동산인포,동대문구,롯데캐슬,부동산시장,장암,서울_마포구,청량리,동대문구_청량리4구역_재개발,가운데_일반분양_비율,서울_용산국제빌딩,청약_경쟁률,서울_강남구_디에이치아너힐즈,부동산시장_분석_업체_부동산인포,아현뉴타운,청량리_롯데캐슬,당첨_확률,서울_용산국제빌딩_4구역,중랑구,의정부,강남구,경쟁률,스퀘어,용산,1순위,롯데캐슬_마에스트로,마에스트로,4구역,9월_중랑구,경기_의정부,9월_중랑구_면목3구역,아파트_1140가구,아파트_687가구,경기_의정부_장암4구역,용산_센트럴파크_효성해링턴_스퀘어,청약통장_가입자"
20170710,서울신문,[단독] [커버스토리] 어떤 장관을 원하십니까,"공무원,장관_후보자,후보자,인사청문회,청문회,경제_부처,하지만_인사청문회,과거_장관_인사청문회_준비팀,하지만,과거_장관,공무원_기준,인사청문회_준비팀,인사청문회_제도,청문회_준비팀,정부_부처,능력_검증,국방부_공무원,음주운전,사무관,하지만_인사청문회_기간,준비팀,사회_부처,송영무_국방부_장관_후보자,국회_인사청문회,현행_인사청문회_제도,도덕성_검증,퇴직_공무원,현행_인사청문회,도덕적,도덕적_잣대,경제_부처_공무원_d씨,하지만_1970년대_장관,우리나라,위장전입,각종_논란,경제_부처_사무관_h씨,국방부,도덕성,제도_자체,시절_음주운전,국무총리실_사무관,유전무죄,국민권익위원회_사무관,하급직_공무원,국장급_공무원,과장급_공무원,대상자,일선_공무원,2010년대_장관,부동산"
20170710,국제신문,"경남도, 두 달간 체납액 100억 원 징수","체납액,체납자,달간_체납액,지방세_체납액,생계형_체납자,차량_과태료_징수,달간,재산_은닉,달간_체납액_일제_정리,상반기,3000만,5000만,초과_징수,체납액_일제,체납액_일제_정리_기간,고액체납자_명단,지방세_체납액_정리단,지난달_9일,차량_과태료,5000만_원_이상_고액체납자,번호판,6명,출국금지,재산_은닉_가능성,지방세,재산압류,정리_기간,경남도,3억,3000만_원_상당,과태료,체납_전액,9억,100억,가택_수색,번호판_영치,공매_처분,세정지원_정책,체납액_징수활동,일시적_어려움,일제_정리,담보물,매출채권,회원권,경찰청,가전제품,경기침체,계획서,사이_경남지방경찰청,보석류"
20170710,한국경제,법인세도 상속세도 없다…신설법인 수 10만명당 782개 '한국의 4배',"에스토니아,스타트업,세계_스타트업,스타트업_인프라,해외_스타트업,에스토니아_전자정부,전자시민권,유럽,세계_최대_국가,니아_스타트업,세계_최대,일본,일본_최대,법인세,창업_절차,에스토니아_수도,우크라이나,전자시민권_제도,니아,3일_에스토니아,2002년_에스토니아,2002년_에스토니아_전자정부_아카데미,전자정부,스타트업_포럼,에스토니아_수도_탈린,전자시민권_프로젝트,한국,전자시민권_덕분,전자정부_아카데미,일본_미슬토우_대표,3일_에스토니아_제2,유럽_진출,해커톤,세계_최대_숙박업체가,우승자,에스토니아_전역,2015년_기준,스타트업_강국,스타트업_메카,일본_최대_온라,겅호,일본_미슬토우,온라인,외국인,해커톤_우승자,탈린,에스토,스타트업_포럼_래티튜드,전체_신규_창업,_상속세"
20170710,한국경제,전매 가능 오피스텔 완판 임박,"부평구청역,취득세,오피스텔_완판,부평구청역_대명벨리온,굴포천,신트리,2차,1대,오피스텔_607실,대명벨리온,부평,완판,스트리트형_단지내_상가,세대_물품,스카이_커뮤니티,오피스텔_607실_고정수요,전매_가능,33층_부평구청역,부평_최고,다수_유동인구,업자등록시_취득세,세대_물품_보,스카이_커뮤니티_공간,분양_마감,다수_유동인구_유입,원미구,부천시,이동통신,헤어아트,부동산등,부동산,홍보관,권장업종,점포수,중도금전액무,중도금,지하층,임대사,투자임대수익안심보장제,관창고,스트리트형_단지내,2400만,안심보장,전액무,지상1층,미등기전매,잔여실,대명건설,지상_20층,상가분양"
20170710,매일경제,P2P금융에 자산운용사 참여 가능? 금융당국 모호한 입장에 업계 ‘갸우뚱’,"peer,써티컷,p2p_투자,p2p,피델리스,p2p_금융,피델리스_펀드,써티컷_사례,p2p_금융_플랫폼_써티컷,피델리스_사례,p2p_금융_플랫폼,사모펀드,플랫폼_써티컷,피델리스자산운용,금융당국,피델리스자산운용_사례,부동산_법인_투자,자산운용사_참여,써티컷_관계자,박수호,자산운용사_참여_가능,국내_개인_간_거래,금지사항,부동산,사모펀드_가이드라인상_금지사항,사모펀드_가이드라인상,시_p2p_뜻,부동산_법인,매경이코노미,결국_출범,출범_준비,대신증권,기관투자자,형사모투자신탁,개인신용대출,용인,비욘드,어수선,비욘드펀드,운용사,투자자,관계자,최종_심의,매경이코노미_제1916호,nh,nh투자증권,피델리스fintech전문투자형사모투자신탁1호,fintech,투자,개인"
20170710,매일경제,"롯데건설, 상반기 강남권 재건축시장서 승승장구...고급 주택브랜드 론칭 임박","강남권,롯데건설,1조,강남권_재건축,강남권_재건축_수주,재건축,강남,롯데캐슬,상반기_강남권,롯데월드타워,상반기,강남권_재건축_사업_수주,브랜드_프리미엄,상반기_강남권_재건축시장,서초동_롯데캐슬_클래식,강남권_재건축시장,서초동_롯데캐슬,론칭,대표_브랜드,브랜드_인지도,브랜드_파워,세계_최고,4월_국내_초고층_건축물,2016년_1조,롯데건설_관계자,강남권_수주현장,수주실적_1조,2지구,2조,최고급,삼성동_롯데캐슬,방배14구역,랜드마크타워,건축물,집합체,주택브랜드_론칭_임박,사업_수주,주택브랜드_론칭,재개발,승승장구,세계_최고_수준,재건축시장,국내_최고층_랜드마크타워,삼성동_롯데캐슬_프레미어,초고층_건축물,2000년대_클래식,고급_주거지,롯데칠성,롯데칠성부지,주거공간"
20170710,경향신문,가성비 높은 여의도 오피스텔 ‘여의도 에이치플러스’ 눈길,"여의도,여의도_오피스텔,여의도_오피스텔_여의도_에이치플러스,여의도_일대,생활_인프라,가성비,여의도_에이치플러스,영등포동_일대,영등포동,영등포구,에이치플러스,영등포시장,7실,지상10층_오피스텔,소비_문화,강남권_출퇴근_수요,부동산,지상10층_오피스텔_19실,영등포동_일대_2014년,영등포동_일대_2002년,분양가,여의도_파크원,여의도_한강공원,주거지,여의,합리적_가격,일반_상품_소비,일반_상품,초역세권_오피스텔,직장인_수요,24대로_주차,고정적_수익_창출,교통_프리미엄,한강포스빌,세배,24대로_주차_스트레스,2룸,2조,9호,아크로타워스퀘어,가성비_바람,매머드급,고정적_수익,8실,친환경,강남권_출퇴근,임대수요,대규모,실수요자,영등포시장역"
20170710,YTN,[취재N팩트] 6·19 부동산대책 3주...서울은 다시 '꿈틀',"서울,서울_아파트,서울_지역_아파트,서울_지역,서울_아파트_가격,아파트_분양_시장,부동산_대책,아파트_입주,아파트_분양,하지만_서울,부동산,부동산_시장,서울_강남,아파트_가격,아파트_입주_물량,6·19_부동산_대책,하지만,재건축_아파트,1순위,6·19_대책,강남,입주_물량,아파트_입주_예정_물량,1순위_청약,강남지역_부동산_시장,6·19_부동산,정부_규제,하지만_핵심_지역,3주,서울_집값,강남_재건축,재건축,아파트_분양권,강남지역_부동산,투기_과열,투기_수요,문재인_정부,하지만_핵심,대출_규제,청약_접수,강진원,재건축_아파트_단지,5일_1순위_청약,2만,예정_물량,인기_지역,청약_경쟁률,공급_부족,아파트_분양권_입주_전,전문가들"
20170710,문화일보,"송송커플 100억·김태희 50억…이태원, 별들의 둥지 되다","이태원,건물_재테크,건물_매입,규모_건물,10월_이태원,서울,신혼집,스타들,지상_5층_규모_건물,지상_5층_건물,강남,부동산,10월_배우,김태희,단독주택,매입_조건,규모_단독주택,건물_매입_흐름,1월_서울,장동건,2011년_이태원,지상_2층_규모_단독주택,별들,연예인,싸이,시세_차익,서울_청담동,1월_김태희,1월_서울_이태원동,50억,독립_주택,주변_부동산_시세,한남동,지상_5층,건물_연면적,공효진,청담동,100억,15억,이태원동,연예인들,소속사,15억_차익,송중기,한동안_스타들,주변_부동산,지상_2층,이영애,50억_원대_단독주택,5층"
20170710,매일경제,소규모주택정비사업 개발과정2기 14일 시작,"주거지,소규모주택정비사업,저층_주거지_소규모주택정비사업,저층_주거지,도시재생_네트워크,진행_예정,서울시_도시재생,14일_시작,선착순,소규모주택정비사업_개발과정2기_14일_시작,네트워크,정부지원_사업,도시재생_임대주택,서울시,소규모,소규모_정비사업_사업,저층_주거지_노후주택,블록단위_재생,뉴타운,매일경제,3기,서울시_도시재생_현황,더나은도시디자인연구소,수목건축_부설,수목건축_부설_더나은도시디자인연구소,도시재생_임대주택_개발,소규모주택정비사업_개발과정2기,50조_규모,실전_투자,선착순_40명,개별_건축,실전_투자_기회,선착순_40명_정원,지역맞춤형_마을,투자자,부동산,커뮤니티_재생,소규모_정비사업,별관_11층,실수요자,1~6시_매일경제,강의실,2기,세부지원사업들,가로주택정비사업,공동체,매경비즈,지역공동체,세부강의,뉴딜"
20170710,매일경제,[Interview] 횡성에 108만평 복합리조트 건설 나선 ㈜신한 조경선 부회장 | “아시아 최초 사계절형 관광단지 만듭니다”,"리비아,리비아_사업,신한,횡성,해외_건설_사업,여의도,해외_사업,관광단지,건설사,리비아_사태,주택_공사,해외_건설,리비아_사업_재개,횡성_드림마운틴_프로젝트,그동안_회사,해외_공사,서울,횡성_드림마운틴_관광단지,그동안,1차_사업,복합리조트_건설,횡성_복합리조트,횡성_드림마운틴,강원도,리비아_정부,여의도_오피스텔,a_리비아_개발_사업,워터파크,리비아_정변_사태,해외_건설_시장,주택_공사_현장,만큼,2조,주택_건설업,부회장,리비아_정변,골조_공사,공사_재개,신한_사옥,정도_피해,오피스텔_분양,복합리조트,드림마운틴,중국,리비아_사태_후유증,a_리비아_정부,신한은_리비아_사업_초기,횡성_108만,1차,2019년_완공"
